,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
1005,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/287970545/,Краснодар,sale,flat,3,16,1,39.8,6467500,,,,,Дыхание
1006,ЮГСИТИ Новостройки,representative_developer,https://krasnodar.cian.ru/sale/flat/301656919/,Краснодар,sale,flat,13,16,1,39.8,6467500,,,,,Дыхание
1007,ЮгСтройИнвест,developer,https://krasnodar.cian.ru/sale/flat/290467276/,Краснодар,sale,flat,12,18,1,45.61,6499425,Прикубанский, Имени Героя Николая Шевелева,15,,Губернский
1008,ЮгСтройИнвест,developer,https://krasnodar.cian.ru/sale/flat/290467301/,Краснодар,sale,flat,14,18,1,45.37,6465225,Прикубанский, Имени Героя Николая Шевелева,15,,Губернский
1009,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/284952027/,Краснодар,sale,flat,16,16,1,39.8,6467500,,,,,Дыхание
1010,ССК,developer,https://krasnodar.cian.ru/sale/flat/302117940/,Краснодар,sale,flat,13,19,1,48.14,6498900,,,,,Лучший
1011,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285194313/,Краснодар,sale,flat,9,16,1,44.4,6415800,Прикубанский, Кирилла Россинского,3/2к1,,Хорошая погода
1012,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/288372879/,Краснодар,sale,flat,10,16,1,44.6,6444700,Прикубанский, Кирилла Россинского,3/2к1,,Хорошая погода
1013,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/296258826/,Краснодар,sale,flat,11,16,1,44.85,6480825,Прикубанский, Кирилла Россинского,3/2к1,,Хорошая погода
1014,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/296259068/,Краснодар,sale,flat,10,16,1,44.8,6473600,Прикубанский, Кирилла Россинского,3/2,,Хорошая погода
1015,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/280419748/,Краснодар,sale,flat,14,16,1,44.5,6430250,Прикубанский, Кирилла Россинского,3/2к1,,Хорошая погода
1016,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/280421576/,Краснодар,sale,flat,16,16,1,44.9,6488050,Прикубанский, Кирилла Россинского,3/1к1,,Хорошая погода
1017,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/296141353/,Краснодар,sale,flat,2,9,1,37.3,6486470,,,,,Парк Победы - 2
1018,ЮгСтройИнвест,developer,https://krasnodar.cian.ru/sale/flat/300728954/,Краснодар,sale,flat,17,24,1,44.4,6442440,,,,,Достояние
1019,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/301038051/,Краснодар,sale,flat,6,21,1,37.3,6490200,Прикубанский,бульвар Адмиралтейский,1,,Эстет
1020,Неометрия,developer,https://krasnodar.cian.ru/sale/flat/297547160/,Краснодар,sale,flat,15,15,1,37.8,6400680,Прикубанский, Даниила Смоляна,71,,Южане
1021,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299156598/,Краснодар,sale,flat,21,23,1,37.5,6451920,,,,,Сказка град
1022,ИНСИТИ,developer,https://krasnodar.cian.ru/sale/flat/294217954/,Краснодар,sale,flat,19,24,1,41.04,6528684,,,,,Микрорайон Любимово
1023,ИНСИТИ,developer,https://krasnodar.cian.ru/sale/flat/300207206/,Краснодар,sale,flat,2,24,1,41.53,6523491,Прикубанский, Батуринская,10,,Микрорайон Любимово
1024,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/300209255/,Краснодар,sale,flat,21,24,1,39.94,6544488,Прикубанский, Батуринская,10,,Микрорайон Любимово
1025,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/301574992/,Краснодар,sale,flat,14,24,1,41.29,6547108,Прикубанский, Батуринская,10,,Микрорайон Любимово
1026,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/292245536/,Краснодар,sale,flat,13,24,1,44.38,6512038,,,,,Микрорайон Любимово
1027,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301773459/,Краснодар,sale,flat,2,12,1,41.6,6539520,мкр. 9-й километр, Ярославская,115лит3,,Небо
1028,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301770955/,Краснодар,sale,flat,3,21,1,40.33,6529427,мкр. ХБК,Уральская ,100/8,,Режиссёр
1029,AVA,developer,https://krasnodar.cian.ru/sale/flat/301513667/,Краснодар,sale,flat,3,21,1,40.27,6519713,мкр. ХБК,Уральская ,100/8,,Режиссёр
1030,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298321022/,Краснодар,sale,flat,7,16,1,47.9,6519190,"на 7 этаже. Новый жилой комплекс ""Dogma park"" от застройщика ""DOGMA"" расположен по адресу город Краснодар", Марины Цветаевой.,,,Dogma park
1031,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285194813/,Краснодар,sale,flat,6,16,1,45.3,6545850,Прикубанский, Кирилла Россинского,3/1,,Хорошая погода
1032,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/285195173/,Краснодар,sale,flat,5,16,1,45.25,6538625,Прикубанский, Кирилла Россинского,3/1к1,,Хорошая погода
1033,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/296259120/,Краснодар,sale,flat,3,16,1,45.25,6538625,Прикубанский, Кирилла Россинского,3/1,,Хорошая погода
1034,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/296259263/,Краснодар,sale,flat,10,16,1,45.15,6524175,Прикубанский, Кирилла Россинского,3/1к1,,Хорошая погода
1035,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/280420930/,Краснодар,sale,flat,5,16,1,45.15,6524175,Прикубанский, Кирилла Россинского,3/1,,Хорошая погода
1036,ИНСИТИ,developer,https://krasnodar.cian.ru/sale/flat/297461648/,Краснодар,sale,flat,16,24,1,45.16,6575612,,,,,Микрорайон Любимово
1037,ЮГСИТИ Новостройки,representative_developer,https://krasnodar.cian.ru/sale/flat/301673709/,Краснодар,sale,flat,24,24,1,41.21,6591622,Прикубанский, Батуринская,10,,Микрорайон Любимово
1038,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/301805992/,Краснодар,sale,flat,14,24,1,45.16,6575612,,,,,Микрорайон Любимово
1039,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299824415/,Краснодар,sale,flat,7,16,1,47.9,6595830,,,,,Dogma park
1040,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293454702/,Краснодар,sale,flat,6,19,1,47.9,6595830,,,,,Dogma park
1041,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301771578/,Краснодар,sale,flat,8,21,1,39.1,6557070,мкр. ХБК,Уральская ,100/6,,Режиссёр
1042,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301771662/,Краснодар,sale,flat,3,21,1,40.58,6582076,мкр. ХБК,Уральская ,100/6,,Режиссёр
1043,AVA,developer,https://krasnodar.cian.ru/sale/flat/301752760/,Краснодар,sale,flat,9,21,1,39.1,6557070,мкр. ХБК,Уральская ,100/6,,Режиссёр
1044,ЮГСИТИ Новостройки,representative_developer,https://krasnodar.cian.ru/sale/flat/301656875/,Краснодар,sale,flat,9,16,1,40.5,6581250,,,,,Дыхание
1045,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/287971307/,Краснодар,sale,flat,7,16,1,40.5,6581250,,,,,Дыхание
1046,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/287970562/,Краснодар,sale,flat,10,16,1,40.5,6581250,,,,,Дыхание
1047,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/301038038/,Краснодар,sale,flat,6,21,1,37.87,6589380,Прикубанский,бульвар Адмиралтейский,1,,Эстет
1048,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294359380/,Краснодар,sale,flat,3,16,1,43.3,6581600,,,,,Cармат
1049,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/298796912/,Краснодар,sale,flat,24,24,1,44.38,6636286,,,,,Микрорайон Любимово
1050,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/300211536/,Краснодар,sale,flat,24,24,1,39.94,6607034,Прикубанский, Батуринская,10,,Микрорайон Любимово
1051,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/300211461/,Краснодар,sale,flat,15,24,1,41.29,6645337,Прикубанский, Батуринская,10,,Микрорайон Любимово
1052,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301773311/,Краснодар,sale,flat,1,12,1,42.1,6634960,мкр. 9-й километр, Ярославская,115лит4,,Небо
1053,AVA,developer,https://krasnodar.cian.ru/sale/flat/301540128/,Краснодар,sale,flat,11,12,1,39.7,6625930,,,,,Небо
1054,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298316142/,Краснодар,sale,flat,6,16,1,34.2,6634800,"на 6 этаже. Новый жилой комплекс ""Dogma park"" от застройщика ""DOGMA"" расположен по адресу город Краснодар", Марины Цветаевой.,,,Dogma park
1055,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298317557/,Краснодар,sale,flat,11,16,1,37.3,6639400,"на 11 этаже. Новый жилой комплекс ""Dogma park"" от застройщика ""DOGMA"" расположен по адресу город Краснодар", Марины Цветаевой.,,,Dogma park
